disposition,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass,sy_dist
CANDIDATE,17.725837,,6.63,,5971.0,1.11,,338.491
CANDIDATE,17.72507,,45.0,,6189.0,1.33,,338.491
CANDIDATE,54.169832,,22.0,,3836.0,0.55,,589.471
CONFIRMED,8.050722,,1.31,960.6,5502.7,0.83,0.877,243.935
CONFIRMED,8.0516,,1.62,,,0.904,,243.935
CONFIRMED,8.0468,,1.18,,,,0.907,243.935
CANDIDATE,6.79143,,1.72,,,0.609,,271.148
CANDIDATE,14.353438,,2.159584,,5317.0,0.82797,,222.996
CANDIDATE,14.353347,,2.19,,5162.0,0.79,,222.996
CANDIDATE,14.3533,,2.18,,,0.855,,222.996
CANDIDATE,1.88282,,2.6,,,0.257,,
CANDIDATE,6.4756,,1.85,,,1.339,,559.223
CANDIDATE,2.31803,,2.34,,,0.589,,265.008
CANDIDATE,2.3181466,,2.9,,4343.0,0.67,,265.008
FALSE POSITIVE,12.4292,0.0974,1.1126,,5414.0,0.814,0.945,279.752
CANDIDATE,6.37733,,0.76,,,0.262,,
FALSE POSITIVE,19.44212,,22.0,,3864.0,0.35,,
FALSE POSITIVE,19.441899,,4.15,,2601.0,0.11,,
CANDIDATE,0.80032756,,21.3,,4028.0,0.61,,450.905
CANDIDATE,8.3958,,3.95,,,1.996,,869.212
CANDIDATE,12.25823207,,,,5038.0,0.758844,0.839,243.756
CANDIDATE,12.2631,,1.87,,5106.0,0.717,,243.756
CANDIDATE,12.26422,,2.22,,,0.7596,,243.756
CANDIDATE,12.263354,,2.16,,4980.0,0.76,,243.756
CANDIDATE,10.3631,,1.64,,,0.613,,302.059
CONFIRMED,4.50717,,1.44,,,0.823,,369.888
CONFIRMED,4.50756,,1.7,,,,0.928,369.888
CONFIRMED,0.911724,,1.4,,5724.0,1.1,,369.888
CONFIRMED,0.9116567,,1.35,,5648.0,0.94,,369.888
CONFIRMED,0.911618,,1.16,,,0.823,,369.888
CONFIRMED,14.641541,,2.94,,5648.0,0.94,,369.888
CONFIRMED,14.637,,4.0,,6438.0,1.5,,369.888
CONFIRMED,14.6435,,2.52,,,0.823,,369.888
CONFIRMED,14.647531,,2.6,,5724.0,1.1,,369.888
CANDIDATE,9.38053,,2.89,,,1.412,,543.349
CANDIDATE,9.3826,,2.39,,6377.0,1.38,,543.349
CANDIDATE,9.3813402,,2.86,,6305.0,1.39,,543.349
CANDIDATE,5.6505,,1.33,,,1.012,,271.395
CANDIDATE,4.2304959,,2.56,,4335.0,0.67,,336.884
CANDIDATE,4.23119,,2.17,,,0.516,,336.884
CANDIDATE,9.9487,,1.48,,,1.136,,322.525
CONFIRMED,2.87814,,1.01,,,,0.221,161.365
CANDIDATE,4.1107634,,1.01,,2989.0,0.18,,161.365
CANDIDATE,1.131316,,4.6,,6292.0,1.32,,432.465
CANDIDATE,1.131305,,3.93,,,1.122,,432.465
CONFIRMED,5.29853,,3.32,,,0.668,,451.769
CONFIRMED,5.29711,,1.62,,,,0.565,451.769
CONFIRMED,5.2986,,1.7,,4114.0,0.5,,451.769
CONFIRMED,0.35490972,,1.45,,3893.0,0.57,,451.769
CONFIRMED,0.354884,,1.2,,4114.0,0.5,,451.769
CANDIDATE,4.1029,,2.28,,,1.98,,569.822
CANDIDATE,14.454495,,2.21,,4521.0,0.7,,158.768
CANDIDATE,28.564994,,2.25,,4418.0,0.68,,
CANDIDATE,5.87672094142,,8.02139241,694.8,4111.0,0.807445,,282.602
CANDIDATE,5.8797,,,,4111.0,0.807445,0.643,282.602
CANDIDATE,5.879829,,6.97,,,0.701,,282.602
CANDIDATE,5.87913354,,,,4111.0,0.807445,0.643,282.602
CANDIDATE,5.8796123,,6.5,,4089.0,0.62,,282.602
CANDIDATE,5.87975,,3.76,,4056.0,0.393,,282.602
FALSE POSITIVE,25.2768,,25.0,,4215.0,0.52,,467.298
CANDIDATE,3.292013,,5.76,,,0.674,,322.97
CANDIDATE,3.291897,,3.39,,3850.0,0.395,,322.97
CANDIDATE,3.2920598,,4.54,,3764.0,0.52,,322.97
CANDIDATE,7.445026,,2.2805044,,5277.0,0.825169,,103.625
CANDIDATE,7.4448754,,2.11,,5132.0,0.78,,103.625
CANDIDATE,13.8543,,3.18,,,1.848,,379.338
CANDIDATE,54.976021,,39.1,,6333.0,1.41,,585.961
CANDIDATE,2.59824,,7.7,,,0.788,,730.696
CANDIDATE,2.573088,,34.0,,5165.0,2.5,,48.3153
CANDIDATE,2.5730187,,17.2,,4488.0,0.69,,48.3153
CANDIDATE,37.827,,1.42,,,0.577,,206.608
CANDIDATE,0.35840528,,1.92,,5862.0,1.04,,612.027
CANDIDATE,0.358378,,1.65,,5928.0,0.89,,612.027
CANDIDATE,0.3584061,,2.66,,,1.03,,612.027
CANDIDATE,0.80858305,,,,6151.8,2.31125,,292.828
CANDIDATE,4.00932,,1.08,,,0.68,,215.136
CANDIDATE,20.6714,,1.47,,,0.655,,168.652
CANDIDATE,,,7.72,,,1.763,,308.981
CANDIDATE,,,31.1,,,1.763,,308.981
CANDIDATE,0.367453,,2.55,,6167.0,0.95,,521.311
CANDIDATE,0.36747226,,3.32,,6205.0,1.29,,521.311
CANDIDATE,0.367473,,3.55452348,,6060.0,1.26302,,521.311
CANDIDATE,0.3674645,,3.9,,,1.18,,521.311
CANDIDATE,6.57986525,,,,5874.0,1.68281,1.06,857.095
CANDIDATE,3.59922,,1.63,,,0.809,,186.844
CANDIDATE,3.5990666,,1.62,,5107.0,0.78,,186.844
CANDIDATE,3.59905,,1.58797235,,5459.0,0.826124,,186.844
CANDIDATE,3.59912,,1.46,,5518.0,0.82,,186.844
CANDIDATE,5.01038,,4.28,,,1.53,,591.774
CONFIRMED,2.25372,,0.9,,,,0.407,109.888
CONFIRMED,2.25558,,2.0,,,0.367,,109.888
CONFIRMED,2.255436,,1.0,,3297.0,0.25,,109.888
CANDIDATE,0.62309386,,2.52,,4231.0,0.65,,109.888
CANDIDATE,3.11594,,1.59,,,0.367,,109.888
CANDIDATE,11.63547,,2.6,,,0.892,,387.009
CANDIDATE,1.982116,,35.0,,,2.05,,754.781
CANDIDATE,36.9321,,2.98,,,0.955,,364.335
FALSE POSITIVE,1.35823,,1.44,,5675.0,0.95,,482.442
CANDIDATE,8.4532,,2.66,,,1.0419,,763.771
CANDIDATE,0.4348359,,1.59,,3714.0,0.5,,150.277
CANDIDATE,0.434827,,1.62,,3724.0,0.5,,150.277
CANDIDATE,0.434832,,0.96,,,0.333,,150.277
CANDIDATE,4.31444335,,,,4952.0,2.25969,,656.665
CANDIDATE,1.5339666,,1.47,,3757.0,0.52,,144.943
CANDIDATE,1.53402,,1.13,,3698.0,0.520027,0.517496,144.943
CANDIDATE,0.3176828,,11.9,,,0.944,,829.86
CONFIRMED,1.58252,,0.96,,,,0.711,314.35
CONFIRMED,1.58316,,1.22,,,0.669,,314.35
CONFIRMED,17.501662,,2.63,,4749.0,0.73,,314.35
CONFIRMED,17.5125,,2.15,,,0.669,,314.35
CONFIRMED,17.515472,,2.094,,4752.0,0.758,0.832,314.35
CANDIDATE,10.49927,,1.43,,,0.599,,157.821
CANDIDATE,5.23189,,3.62,,,0.627,,324.32
CANDIDATE,1.13666,,3.18,,,1.724,,796.897
CANDIDATE,12.4404,,2.72,,,0.586,,208.673
CANDIDATE,1.49462,,1.8,,,0.586,,208.673
CANDIDATE,2.018725,,91.0,,,14.96,,1991.32
CANDIDATE,23.8039,,12.0,,4840.0,0.48,,1854.54
CANDIDATE,3.47722,,1.53,,,0.556,,152.541
CANDIDATE,0.442185,,2.02,,,0.754,,294.895
CANDIDATE,0.442094,,1.16,,5007.0,0.77,,294.895
CANDIDATE,0.44214967,,1.32,,4977.0,0.76,,294.895
CANDIDATE,18.415126,,69.44309317,,6211.0,3.465887,,591.17
CANDIDATE,18.406118,,5.2,,6684.0,1.84,,591.17
CANDIDATE,10.4404,0.0828,0.6739,,4893.0,0.746,0.8,100.694
CANDIDATE,27.837146,,5.149,,4241.0,0.64,0.741,541.51
CANDIDATE,12.19649,,2.23,,,1.062,,291.339
CANDIDATE,8.15306759,,,,5445.0,1.71199,0.95,399.398
CANDIDATE,2.2021868,,56.5,,5695.0,0.96,,444.134
CANDIDATE,20.398071,,2.57901435,,5199.0,0.777455,,157.917
CANDIDATE,20.3997,,2.65,,,0.778,,157.917
CANDIDATE,20.398147,,2.93,,5399.0,0.85,,157.917
CANDIDATE,17.812866,,22.5,,5613.0,0.92,,241.84
CANDIDATE,17.80345864,,,,5561.99,1.16413,0.981,241.84
CANDIDATE,17.81188,,21.6,,5554.0,0.93,,241.84
CANDIDATE,2.931226,,90.0,,6097.0,1.12,,2491.38
FALSE POSITIVE,6.3878,,65.0,,6668.0,1.25,,1612.12
CANDIDATE,1.81449,,27.0,,5614.0,0.92,,3435.38
CANDIDATE,22.4844,,79.0,,6173.0,1.15,,1907.7
CANDIDATE,3.47323985883,,16.65896453,1767.12,7406.97,1.56373,,1490.49
CANDIDATE,3.47451,,10.6,,7143.0,1.83,,1490.49
CANDIDATE,0.369181,,16.5,,6020.0,2.22,,3834.44
CANDIDATE,6.71694,,39.0,,5267.0,0.82,,1887.97
CANDIDATE,3.951971,,8.44551389,,4672.0,0.692034,,
CANDIDATE,11.3256,,2.18,,,1.043,,349.77
CANDIDATE,2.9237,,2.57,,,0.573,,386.466
CANDIDATE,14.08549,,21.1,,5970.0,1.32,,511.321
CANDIDATE,15.0818,,1.83,,,0.514,,161.503
CANDIDATE,3.16363,,1.25,,,0.514,,161.503
FALSE POSITIVE,1.31559,,102.0,,6721.0,2.3,,262.672
FALSE POSITIVE,1.3155918,,38.3,,,1.69,,262.672
FALSE POSITIVE,0.969967,,59.0,,5272.0,1.54,,474.61
FALSE POSITIVE,0.96997227,,,,5401.0,,,474.61
FALSE POSITIVE,0.970016,,6.29,,5838.0,0.87,,474.61
CANDIDATE,23.9683,0.1791,1.6119,,5296.0,1.129,1.325,217.647
CANDIDATE,19.860476,,2.08349198,,4760.0,0.696718,,148.954
CANDIDATE,19.8606,,2.21,,,0.648,,148.954
CANDIDATE,4.72048898787,,14.61863458,526.86,3553.0,0.489916,,143.9793
CANDIDATE,4.72046,,8.7,,,0.385,,143.9793
CANDIDATE,1.1430018,,,,5551.0,3.28495,,956.796
CANDIDATE,3.74234,,1.61,,,0.502,,139.317
CANDIDATE,24.2747,,1.56,,,0.424,,125.529
FALSE POSITIVE,1.1489833,,76.0,,5137.0,2.0,,260.903
FALSE POSITIVE,1.14907861,,,,5324.24,1.00567,,260.903
CANDIDATE,7.46967,,2.4,,,0.279,,106.003
CANDIDATE,2.16594452,,,,6194.54,1.30635,1.188,216.411
CANDIDATE,2.165976,,2.61,,,1.1,,216.411
CANDIDATE,2.16595219375,,2.91081826,1676.71,6194.54,1.30635,,216.411
CANDIDATE,14.27669647,,,,5160.0,0.701437,0.873,254.162
CANDIDATE,14.2683,,,,4955.0,0.6,,254.162
CANDIDATE,14.26763,,2.04,,,0.603,,254.162
CANDIDATE,4.86406,,1.09,,3407.0,0.298809,0.27526,59.9697
CANDIDATE,4.86496,,1.09,,,0.261,,59.9697
CANDIDATE,15.97700259,,,,5692.43,1.04527,,198.032
CANDIDATE,3.7342439,,30.71,,,2.642,,798.465
CANDIDATE,3.73478175,,,,6477.43,2.27759,1.32,798.465
CANDIDATE,0.567055,,16.22,,7020.0,1.42,,1629.15
CANDIDATE,0.5670195,,,,,,,1629.15
CANDIDATE,14.145239,,14.86409395,,5016.0,2.15381,,644.682
CANDIDATE,14.14459,,16.6,,5011.0,2.69,,644.682
CANDIDATE,2.386772,,4.0,,,0.286,,245.861
CANDIDATE,2.38669,,3.5,,3676.0,0.29,,245.861
CANDIDATE,43.36143,,29.8,,,1.472,,647.062
CANDIDATE,27.353103,,3.05048319,,6148.0,1.448467,,386.599
CANDIDATE,2.35771,,3.0,,3655.0,0.267,,165.303
CANDIDATE,2.357651,,1.95,,,0.267,,165.303
CANDIDATE,27.9329,,2.51,,,0.573,,275.4387
CANDIDATE,3.72007,,1.55,,,0.986,,360.781
CANDIDATE,1.39657671,,,,5805.0,0.96977,1.04,311.107
CANDIDATE,1.396291,,1.89,,5728.0,1.02,,311.107
CANDIDATE,31.3537,,3.85,,,0.816,,218.685
CANDIDATE,14.8484,,2.68,,,0.816,,218.685
CANDIDATE,10.0696,,1.69,,,0.816,,218.685
CANDIDATE,3.6494,,,,3338.0,0.326267,0.306782,93.1458
CANDIDATE,3.65017,,1.15,,,0.249,,93.1458
CANDIDATE,5.7663,,,,3338.0,0.326267,0.306782,93.1458
CANDIDATE,5.76808,,1.19,,,0.249,,93.1458
CANDIDATE,7.98471,,1.19,,,0.249,,93.1458
CANDIDATE,7.98221,,,,3338.0,0.326267,0.306782,93.1458
CANDIDATE,5.1718,0.051,0.8891,,5941.0,0.954,0.709,279.463
CANDIDATE,5.7408,0.0627,1.0668,,5342.0,0.76,1.067,264.527
CANDIDATE,29.0529,,,,3373.0,0.325107,0.305444,143.697
FALSE POSITIVE,25.2208,,65.0,,6257.0,1.41,,537.214
FALSE POSITIVE,25.219709,,87.0,,,2.29,,537.214
FALSE POSITIVE,25.2077883,,,,6168.93,1.83554,1.18,537.214
FALSE POSITIVE,0.87052967,,,,6121.0,1.47366,1.16,568.754
FALSE POSITIVE,0.8706763,,6.52133,1729.0,6121.0,1.47,,568.754
FALSE POSITIVE,0.870775,,3.97,,5875.0,0.88,,568.754
FALSE POSITIVE,0.870673,,21.0,,5647.0,1.74,,568.754
CANDIDATE,1.43689647,,,,4876.7,10.8463,,753.253
CANDIDATE,1.436756,,110.0,,,10.91,,753.253
CANDIDATE,59.848566,,10.81438298,,5738.0,0.983415,,245.962
CANDIDATE,59.847399221,,11.75567728,211.04,5765.3,1.09215,,245.962
CANDIDATE,59.84871,,12.0,,,1.067,,245.962
CANDIDATE,11.376,,2.03,,,0.636,,220.327
CANDIDATE,11.37698,,,,4397.0,0.64,,220.327
FALSE POSITIVE,29.12555,,205.0,,4936.0,3.9,,402.788
CANDIDATE,0.8925,,2.7,,,2.0,,
CANDIDATE,14.7582,,,,4434.0,0.7,,214.8
CANDIDATE,14.7619,,2.11,,,0.735,,214.8
FALSE POSITIVE,0.5111,,,,3092.0,0.214796,0.183836,33.1857
CANDIDATE,0.7041655,,,,4564.0,9.3189,,1740.92
CANDIDATE,1.93426,,1.64,,,0.928,,327.984
CANDIDATE,3.43827,,1.98,,,0.928,,327.984
CANDIDATE,18.03895153,,,,5089.61,0.88619,0.853,252.985
CANDIDATE,2.41040731,,,,6276.0,1.92538,1.23,565.537
CANDIDATE,2.410271,,17.3,,6390.0,1.51,,565.537
CANDIDATE,1.6865884,,,,6199.0,2.93748,1.19,257.528
CANDIDATE,8.4044,,1.24,,,0.307,,93.1123
CANDIDATE,1.1829266,,29.0,,,1.51,,283.555
CANDIDATE,20.5949,0.1477,1.5097,,5969.0,1.059,0.994,227.124
CANDIDATE,20.600656,,2.166,,5969.0,1.059,0.994,227.124
FALSE POSITIVE,0.950356,,6.94,,6125.0,0.94,,1178.14
CANDIDATE,56.6205,,7.68,,,0.904,,488.495
CANDIDATE,1.702301,,19.1,,6116.0,1.28,,447.3
CANDIDATE,0.3499146,,39.4,,,2.43,,651.915
CANDIDATE,0.349935,,2.18,,4925.0,0.76,,651.915
CANDIDATE,4.27681,,2.27,,,0.938,,214.753
CANDIDATE,13.16121,,2.62,,,0.938,,214.753
CANDIDATE,21.0858,,2.95,,,0.938,,214.753
CANDIDATE,30.2894,,2.33,,,0.938,,214.753
CANDIDATE,1.82876,,1.46,,,0.938,,214.753
CANDIDATE,7.1149,0.0589,0.9835,,5534.0,0.953,0.845,267.405
CANDIDATE,3.347872,,28.1,,,2.2,,674.495
CANDIDATE,1.31982263,,,,6196.8,2.91272,1.19,607.099
CANDIDATE,3.32257,,2.53,,,1.108,,271.74
CANDIDATE,,,44.0,,,1.6,,1065.45
FALSE POSITIVE,2.4616,,,,9962.0,2.32365,2.55,139.024
CANDIDATE,,,8.7,,,0.96,,251.117
CANDIDATE,28.29213,,3.55,,,0.96,,251.117
FALSE POSITIVE,7.0502,,,,4947.69,0.705709,0.815,133.002
CANDIDATE,14.643071,,66.04981083,,4883.0,13.183733,,2830.27
CANDIDATE,18.8652,,1.57,,,0.642,,163.019
CANDIDATE,7.434876,,32.0,,,1.74,,
CANDIDATE,2.349455,,15.8,,7056.0,1.81,,550.363
CANDIDATE,2.34951024,,,,7418.48,1.50652,1.7,550.363
CANDIDATE,2.349515,,53.42672849,,6254.0,5.410002,,550.363
CANDIDATE,2.3494903,,14.6551,1690.0,7418.5,1.51,,550.363
CANDIDATE,2.349545,,15.3,,,1.695,,550.363
CANDIDATE,0.2990737,,7.6,,,0.231,,99.958
CANDIDATE,16.43831081,,,,5997.0,1.92033,1.11,664.058
CANDIDATE,5.88165,,2.58,,,1.37,,460.386
CANDIDATE,11.55059,,1.98,,3677.0,0.469901,0.467536,90.1613
CANDIDATE,0.19785,,0.72,,3677.0,0.469901,0.467536,90.1613
CANDIDATE,6.423,,,,5053.72,5.86835,,3433.04
CANDIDATE,3.1393667,,15.9004,1597.0,5653.4,1.52,,910.734
CANDIDATE,3.1393226,0.0434,15.43,1780.0,6283.0,1.5,1.24,910.734
CANDIDATE,3.139404,,16.419,,5716.0,1.53,0.952,910.734
CANDIDATE,1.385246,,5.01,,,1.407,,571.447
CANDIDATE,1.38521606684,,6.52719853,2071.92,6294.0,1.451,,571.447
CANDIDATE,13.8240078,,2.38171,681.0,5129.0,0.71,,207.618
CANDIDATE,13.8253157,,,,5163.0,0.75,0.78,207.618
CANDIDATE,22.194346,,3.174,,5660.0,1.069,0.806,640.961
CANDIDATE,1.72397,,1.33,,,0.885,,345.761
CANDIDATE,17.178,,,,5814.52,1.33351,1.046,147.997
CANDIDATE,5.409,,,,3949.0,45.4751,,1239.5
CANDIDATE,4.99,,,,6242.0,1.63356,1.21,528.469
CANDIDATE,4.9898664,,9.128,1001.0,6242.0,1.63,,528.469
CANDIDATE,0.22181,,1.13,,3942.0,0.585409,0.576018,200.754
CANDIDATE,44.13,,,,4865.94,10.7024,,2843.74
CANDIDATE,14.448767,,44.2,,,1.36,,598.189
CANDIDATE,14.449,,,,6016.0,1.68931,1.11,598.189
CANDIDATE,14.4518248,,,,6016.0,1.68931,1.11,598.189
CANDIDATE,14.448987,,86.0,,,1.739,,598.189
CANDIDATE,0.463954,,0.53,,,0.272,,68.8807
CANDIDATE,0.46395,,0.85,,3563.0,0.42,,68.8807
CANDIDATE,0.46395,,0.84,,3720.0,0.491813,0.489906,68.8807
CANDIDATE,5.264,,,,6190.82,1.5774,1.19,516.833
CANDIDATE,1.529084,,48.0,,,1.654,,1158.05
CANDIDATE,2.084,,,,,,,
CANDIDATE,4.166738,,94.8,,,2.0,,
CANDIDATE,1.56699,,1.34,,,0.603,,228.662
CANDIDATE,1.567,,,,4426.2,0.615898,0.693,228.662
CANDIDATE,1.56706496,,,,4426.2,0.615898,0.693,228.662
CANDIDATE,7.757595,,1.95,,,0.713,,2172.67
CANDIDATE,4.871902,,15.383,,6466.0,1.817,1.564,1425.02
CANDIDATE,4.8718955,0.074,14.64,1663.0,6972.0,1.82,1.53,1425.02
CANDIDATE,4.8740385,,14.3194,1490.0,6504.4,1.8,,1425.02
CANDIDATE,8.514184,,38.298,,4885.0,8.384,1.254,1396.27
FALSE POSITIVE,0.967865,,,,5255.0,0.97198,0.9,1263.42
CANDIDATE,16.168833,,,,5186.0,5.653,,2010.24
FALSE POSITIVE,25.23658,,,,3777.0,0.701898,0.664837,223.67
CANDIDATE,36.0861607,,,,4726.0,0.67,0.68,307.603
CANDIDATE,36.109,,8.0,,,0.504,,307.603
FALSE POSITIVE,10.337864,,,,6281.0,1.96735,,468.472
CANDIDATE,9.967689,,2.005,,5882.0,1.031,1.103,233.606
FALSE POSITIVE,13.919301,,,,5330.07,1.2633,0.92,296.218
FALSE POSITIVE,0.954863,,,,5544.91,0.926751,0.98,344.667
CANDIDATE,3.25182,,33.2,,,0.63,,956.304
CANDIDATE,5.032134,,25.83,,,2.516,,485.949
CANDIDATE,5.03207,,36.70955114,,5070.0,3.685008,,485.949
CANDIDATE,6.45795,,2.78,,,0.9389,,586.562
FALSE POSITIVE,0.554633,,,,4729.0,0.951566,0.76,880.732
CANDIDATE,5.176243,,19.44301811,,6185.0,1.118972,,121.882
CANDIDATE,5.176,,,,6146.0,1.35641,1.166,121.882
FALSE POSITIVE,2.153178,,,,5523.0,0.997379,0.97,1039.39
CANDIDATE,1.610888,,0.82,,,0.299,,80.63539
CANDIDATE,1.611,,,,3511.0,0.409602,0.402278,80.63539
CANDIDATE,1.610911,,1.5,,,0.56,,80.63539
CANDIDATE,1.61092,,0.75,,3511.0,0.409602,0.402278,80.63539
CANDIDATE,2.17807,,0.65,,3511.0,0.409602,0.402278,80.63539
CANDIDATE,2.178008,,0.67,,,0.299,,80.63539
CANDIDATE,2.177846,,1.2,,,0.56,,80.63539
CANDIDATE,4.96792,,0.75,,,0.299,,80.63539
CANDIDATE,4.96883,,0.67,,3511.0,0.409602,0.402278,80.63539
CANDIDATE,6.26561,,0.77,,,0.299,,80.63539
CANDIDATE,3.28963,,0.51,,,0.299,,80.63539
FALSE POSITIVE,0.565934,,,,5309.0,1.55349,0.91,1311.54
FALSE POSITIVE,15.091257,,,,5369.0,1.55474,0.93,1356.66
FALSE POSITIVE,3.102398,,,,5483.32,1.85351,0.96,1639.65
CANDIDATE,0.93346092,,,,6035.64,2.62165,1.12,323.037
FALSE POSITIVE,5.817737,,,,6290.85,3.03613,1.232,177.059
FALSE POSITIVE,5.817854,,,,,,,174.516
CANDIDATE,5.81861,,3.4,,,0.38,,684.542
FALSE POSITIVE,1.671965,,,,3243.0,0.483697,0.481713,119.437
CANDIDATE,4.332837,,2.263,,4768.0,0.725,0.942,331.583
CANDIDATE,1.1524,0.0125,0.6746,,5992.0,1.057,0.992,374.534
CANDIDATE,20.486455,,2.762,,3664.0,0.371,0.357,100.735
CANDIDATE,18.634179,,1.49,,,0.821,,297.8
CANDIDATE,18.645046,,1.8,,,0.84,,297.8
CANDIDATE,18.6393,,1.73,,,0.821,,297.8
CANDIDATE,18.641,,,,4774.48,,,297.8
CANDIDATE,5.19287,,1.29,,,0.826,,350.67
CANDIDATE,3.39934,,1.08,,,0.826,,350.67
FALSE POSITIVE,6.663685,,,,5691.67,1.05709,1.01,965.222
CANDIDATE,12.17682,,2.244,,4477.0,0.637,0.812,235.135
FALSE POSITIVE,11.114394,,,,5904.69,2.44643,1.07,870.321
FALSE POSITIVE,0.524461,,,,3112.0,0.200172,0.169168,52.773
FALSE POSITIVE,9.056947,,,,4942.0,1.05773,0.81,656.243
FALSE POSITIVE,0.737735,,,,4908.37,1.53058,0.8,892.766
CANDIDATE,7.07737,,2.1,,,0.662,,443.535
FALSE POSITIVE,0.799768,,,,8175.71,1.67093,2.0,1242.66
FALSE POSITIVE,1.641114,,,,8231.0,1.10451,2.02,2809.89
CANDIDATE,6.3508198,,,,7461.0,2.11,1.74,313.867
FALSE POSITIVE,0.555516,,,,,,,
CANDIDATE,0.635328,,,,6420.0,1.531,,543.662
CANDIDATE,16.24196986,,,,4499.02,10.4554,,4471.44
FALSE POSITIVE,1.031746,,,,7598.94,1.85084,1.77,1050.38
FALSE POSITIVE,0.58337,,,,5802.79,0.742872,1.04,336.045
CANDIDATE,2.047195,,,,6150.0,0.958,,209.24
CANDIDATE,24.4472,,1.82,,,0.647,,172.926
CANDIDATE,10.542179,,3.123,,5441.0,0.916,0.81,394.341
FALSE POSITIVE,3.247194,,,,5581.0,1.17125,0.99,1871.14
CANDIDATE,5.31471,,1.45,,,0.355,,100.614
CANDIDATE,3.84981,,1.86,,,1.42,,580.847
FALSE POSITIVE,0.715676,,,,4476.31,7.82356,,911.716
FALSE POSITIVE,0.546969,,,,5162.92,0.996147,0.87,510.106
FALSE POSITIVE,0.682618,,,,6120.16,2.77001,1.16,1262.45
CANDIDATE,2.126953,,1.7,,4020.0,0.573,,108.027
FALSE POSITIVE,0.512702,,,,4513.0,1.00839,0.71,861.467
CANDIDATE,20.2244,,2.94,,,0.8325,,488.572
FALSE POSITIVE,0.539696,,,,,,,
CANDIDATE,42.3822512,0.2688,2.58,482.0,5568.0,0.86,0.9,355.54
CANDIDATE,41.9,0.228,2.28,82.0,5568.0,0.86,0.9,355.54
FALSE POSITIVE,0.597258,,,,5374.42,1.47741,0.93,751.35
FALSE POSITIVE,0.620388,,,,7577.62,1.48463,1.76,1327.76
CANDIDATE,9.81881482,,,,3463.0,0.411081,0.403933,131.4014
CANDIDATE,1.518232,,,,5510.0,1.209,,1256.05
CANDIDATE,1.63013,,,,6190.0,1.602,,545.351
CANDIDATE,2.007472,,,,3790.0,0.473,,272.64
CANDIDATE,2.00745282887,,7.16393472,680.34,3449.0,0.490442,,272.64
CANDIDATE,37.4059,,2.32,,,0.581,,264.912
CANDIDATE,3.544965,,1.9,,4860.0,0.701,,215.371
FALSE POSITIVE,17.325857,,,,6047.27,3.05384,1.12,1221.61
CANDIDATE,34.023,,,,4534.56,11.253,,1700.47
FALSE POSITIVE,6.2043,0.0661,1.8527,,,,,577.993
CANDIDATE,10.39528014,,,,5714.27,0.8881,1.019,214.164
CANDIDATE,11.00357542,,,,5506.87,1.0551,0.97,763.08
CANDIDATE,11.007537,,41.5,,,0.94,,763.08
CANDIDATE,9.0102,,3.6,,,0.738,,362.707
CANDIDATE,9.01258853,,,,4764.64,0.81741,0.767,362.707
CANDIDATE,35.383,,,,4663.0,0.667213,0.74,323.193
CANDIDATE,35.3972,,2.6,,,0.531,,323.193
FALSE POSITIVE,1.359386,,,,5723.55,1.28259,1.02,359.283
CANDIDATE,26.0,0.187,10.48,222.0,6414.0,1.57,1.29,866.259
FALSE POSITIVE,0.630717,,,,6591.15,1.57514,1.37,1495.88
FALSE POSITIVE,0.630718,,,,,,,
FALSE POSITIVE,12.427163,,,,6435.2,2.39747,1.3,1133.61
CANDIDATE,37.246869,,23.8036385,,5445.0,1.475643,,431.458
CANDIDATE,37.24703,,35.0,,,1.696,,431.458
FALSE POSITIVE,1.348851,,,,6311.4,1.38773,1.24,657.88
FALSE POSITIVE,1.490219,,,,7175.46,1.72824,1.6,1212.71
CANDIDATE,1.882213,,,,6590.0,1.568,,594.041
FALSE POSITIVE,0.958786,,,,5512.55,1.0377,0.968,352.388
FALSE POSITIVE,0.9587591,,39.0,,,1.171,,352.388
CANDIDATE,1.8554,,,,4990.0,10.091,,1523.8
FALSE POSITIVE,11.100314,,,,4928.18,3.70395,,1179.64
CANDIDATE,1.855827,,,,4720.0,0.664,,151.301
CANDIDATE,15.7512,,1.38,,,0.582,,
CANDIDATE,1.855421,,,,11500.0,2.734,,478.281
FALSE POSITIVE,0.921358,,,,5255.22,1.30486,0.9,1437.76
FALSE POSITIVE,11.078847,,,,5162.0,1.9631,,3503.83
FALSE POSITIVE,0.530431,,,,5666.31,1.49032,1.01,514.007
FALSE POSITIVE,0.747734,,,,8498.37,1.65596,2.11,1405.01
FALSE POSITIVE,0.69719,,,,5535.52,1.45971,0.97,974.491
CANDIDATE,5.513327,,3.9,,5020.0,0.77,,411.227
FALSE POSITIVE,0.884004,,,,5119.55,0.742353,0.86,363.727
CANDIDATE,0.53027,,1.4,,3880.0,0.558,,137.778
FALSE POSITIVE,0.543877,,,,6177.78,1.36241,1.18,585.582
FALSE POSITIVE,6.741846,,,,4861.09,2.13528,,1574.3
CANDIDATE,20.9913,,1.44,,,0.386,,
CANDIDATE,23.89959501695,,12.83075359,476.17,4736.5,0.76962,,310.197
CANDIDATE,23.897707,,,,5020.0,0.728,,310.197
